ko	description	Cytoplasmic	CytoplasmicMembrane	Extracellular	OuterMembrane	Periplasmic	Unknown	subcellular location	copy number	fraction of prokaryotes
K13794	"tcuR; LysR family transcriptional regulator, regulatory protein for tcuABC"	0.930348259	0.049751244	0	0	0.004975124	0.014925373	cytoplasmatic	1.161290323	0.044636429
K14164	glyQS; glycyl-tRNA synthetase [EC:6.1.1.14]	1	0	0	0	0	0	cytoplasmatic	1	0.044636429
K00141	xylC; benzaldehyde dehydrogenase (NAD) [EC:1.2.1.28]	0.991803279	0.004098361	0	0	0	0.004098361	cytoplasmatic	1.168	0.0449964
K03340	dapdh; diaminopimelate dehydrogenase [EC:1.4.1.16]	0.857988166	0	0	0	0	0.142011834	cytoplasmatic	1.016	0.0449964
K04781	"mbtI, irp9, ybtS; salicylate synthetase [EC:5.4.4.2 4.2.99.21]"	1	0	0	0	0	0	cytoplasmatic	1.024	0.0449964
K07100	K07100; putative phosphoribosyl transferase	0.977653631	0	0	0	0	0.022346369	cytoplasmatic	1.072	0.0449964
K11646	K11646; 3-dehydroquinate synthase II [EC:1.4.1.24]	0.99375	0	0	0	0	0.00625	cytoplasmatic	1.008	0.0449964
K08277	caiF; transcriptional activator CaiF	0.93006993	0	0	0	0	0.06993007	cytoplasmatic	1.007936508	0.045356371
K11210	fosB; metallothiol transferase [EC:2.5.1.-]	0.984693878	0	0	0	0	0.015306122	cytoplasmatic	1.063492063	0.045356371
K13654	"mcbR; GntR family transcriptional regulator, colanic acid and biofilm gene transcriptional regulator"	0.909090909	0	0	0	0	0.090909091	cytoplasmatic	1.007936508	0.045356371
K18284	K18284; adenosylhomocysteine/aminodeoxyfutalosine nucleosidase [EC:3.2.2.9 3.2.2.30]	0.865921788	0	0	0	0	0.134078212	cytoplasmatic	1.007936508	0.045356371
K02436	"gatR; DeoR family transcriptional regulator, galactitol utilization operon repressor"	1	0	0	0	0	0	cytoplasmatic	1.007874016	0.045716343
K03489	"yydK; GntR family transcriptional regulator, transcriptional regulator of bglA"	1	0	0	0	0	0	cytoplasmatic	1.078740157	0.045716343
K05831	"lysK, argE; LysW-gamma-L-lysine/LysW-L-ornithine carboxypeptidase"	0.971830986	0.007042254	0	0	0	0.021126761	cytoplasmatic	1	0.045716343
K06874	K06874; zinc finger protein	0.9875	0	0	0	0	0.0125	cytoplasmatic	1	0.045716343
K09470	puuA; gamma-glutamylputrescine synthase [EC:6.3.1.11]	1	0	0	0	0	0	cytoplasmatic	1.181102362	0.045716343
K11474	"glcC; GntR family transcriptional regulator, glc operon transcriptional activator"	1	0	0	0	0	0	cytoplasmatic	1.015748031	0.045716343
K18702	uctC; CoA:oxalate CoA-transferase [EC:2.8.3.19]	0.99375	0	0	0	0	0.00625	cytoplasmatic	1.007874016	0.045716343
K01482	"DDAH, ddaH; dimethylargininase [EC:3.5.3.18]"	0.97826087	0.02173913	0	0	0	0	cytoplasmatic	1	0.046076314
K03279	"waaJ, rfaJ; UDP-glucose:(galactosyl)LPS alpha-1,2-glucosyltransferase [EC:2.4.1.58]"	0.901869159	0.018691589	0	0	0	0.079439252	cytoplasmatic	1.421875	0.046076314
K06984	K06984; beta-ribofuranosylaminobenzene 5'-phosphate synthase [EC:2.4.2.54]	0.812182741	0.020304569	0.005076142	0	0	0.162436548	cytoplasmatic	1.140625	0.046076314
K07159	K07159; uncharacterized protein	0.864321608	0.020100503	0	0	0	0.115577889	cytoplasmatic	1.1171875	0.046076314
K09461	E1.14.13.40; anthraniloyl-CoA monooxygenase [EC:1.14.13.40]	0.980099502	0	0	0	0	0.019900498	cytoplasmatic	1.078125	0.046076314
K09960	K09960; uncharacterized protein	0.860576923	0	0	0	0.024038462	0.115384615	cytoplasmatic	1.1640625	0.046076314
K10972	"allS; LysR family transcriptional regulator, transcriptional activator of the allD operon"	1	0	0	0	0	0	cytoplasmatic	1	0.046076314
K11184	"chr, crh; catabolite repression HPr-like protein"	1	0	0	0	0	0	cytoplasmatic	1.0078125	0.046076314
K17195	alsE; D-allulose-6-phosphate 3-epimerase [EC:5.1.3.-]	1	0	0	0	0	0	cytoplasmatic	1.0703125	0.046076314
K00603	fctD; glutamate formiminotransferase [EC:2.1.2.5]	1	0	0	0	0	0	cytoplasmatic	1.03875969	0.046436285
K01003	E2.7.8.23; carboxyvinyl-carboxyphosphonate phosphorylmutase [EC:2.7.8.23]	0.993506494	0	0	0	0	0.006493506	cytoplasmatic	1.100775194	0.046436285
K02850	"waaY, rfaY; heptose II phosphotransferase [EC:2.7.1.-]"	0.993589744	0	0	0	0	0.006410256	cytoplasmatic	1.023255814	0.046436285
K05342	"E2.4.1.64; alpha,alpha-trehalose phosphorylase [EC:2.4.1.64]"	0.851851852	0	0	0	0	0.148148148	cytoplasmatic	1.069767442	0.046436285
K07049	K07049; TatD-related deoxyribonuclease	1	0	0	0	0	0	cytoplasmatic	1	0.046436285
K09726	K09726; uncharacterized protein	0.991596639	0	0	0	0	0.008403361	cytoplasmatic	1.294573643	0.046436285
K12660	rhmA; 2-dehydro-3-deoxy-L-rhamnonate aldolase [EC:4.1.2.53]	1	0	0	0	0	0	cytoplasmatic	1	0.046436285
K03080	sgbE; L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4]	0.935897436	0.006410256	0	0	0	0.057692308	cytoplasmatic	1	0.046796256
K03170	"topG, rgy; reverse gyrase [EC:5.99.1.3 3.6.4.12]"	0.968085106	0.005319149	0	0	0	0.026595745	cytoplasmatic	1.276923077	0.046796256
K09150	K09150; uncharacterized protein	0.919753086	0	0	0	0	0.080246914	cytoplasmatic	1	0.046796256
K12296	comX1_2; competence protein ComX	0.970833333	0	0	0	0	0.029166667	cytoplasmatic	1.646153846	0.046796256
K13589	"cpdR; two-component system, cell cycle response regulator CpdR"	0.989247312	0	0	0	0	0.010752688	cytoplasmatic	1.007692308	0.046796256
K05827	lysX; [lysine-biosynthesis-protein LysW]---L-2-aminoadipate ligase [EC:6.3.2.43]	1	0	0	0	0	0	cytoplasmatic	1.297709924	0.047156228
K09145	K09145; uncharacterized protein	0.978723404	0	0	0	0	0.021276596	cytoplasmatic	1.007633588	0.047156228
K13678	"cpoA; 1,2-diacylglycerol-3-alpha-glucose alpha-1,2-galactosyltransferase [EC:2.4.1.-]"	0.829268293	0	0	0	0	0.170731707	cytoplasmatic	1	0.047156228
K00094	"E1.1.1.251, gatD; galactitol-1-phosphate 5-dehydrogenase [EC:1.1.1.251]"	0.9875	0.0125	0	0	0	0	cytoplasmatic	1	0.047516199
K01616	kgd; 2-oxoglutarate decarboxylase [EC:4.1.1.71]	0.994818653	0.005181347	0	0	0	0	cytoplasmatic	1	0.047516199
K03793	PTR1; pteridine reductase [EC:1.5.1.33]	1	0	0	0	0	0	cytoplasmatic	1	0.047516199
K08481	kaiB; circadian clock protein KaiB	0.980079681	0.007968127	0	0	0	0.011952191	cytoplasmatic	1.712121212	0.047516199
K08965	"mtnW; 2,3-diketo-5-methylthiopentyl-1-phosphate enolase [EC:5.3.2.5]"	0.977272727	0	0	0	0	0.022727273	cytoplasmatic	1	0.047516199
K13684	wcaC; putative colanic acid biosynthesis glycosyltransferase [EC:2.4.-.-]	0.907407407	0	0	0	0	0.092592593	cytoplasmatic	1	0.047516199
K04037	chlL; light-independent protochlorophyllide reductase subunit L [EC:1.3.7.7]	0.906040268	0.093959732	0	0	0	0	cytoplasmatic	1	0.04787617
K04038	chlN; light-independent protochlorophyllide reductase subunit N [EC:1.3.7.7]	0.899328859	0.026845638	0	0	0	0.073825503	cytoplasmatic	1	0.04787617
K04039	chlB; light-independent protochlorophyllide reductase subunit B [EC:1.3.7.7]	0.98013245	0	0	0	0	0.01986755	cytoplasmatic	1.007518797	0.04787617
K09732	K09732; uncharacterized protein	0.859872611	0	0	0	0	0.140127389	cytoplasmatic	1	0.04787617
K09804	K09804; uncharacterized protein	0.964285714	0	0	0	0	0.035714286	cytoplasmatic	1.015037594	0.04787617
K12255	gbuA; guanidinobutyrase [EC:3.5.3.7]	0.996062992	0	0	0	0	0.003937008	cytoplasmatic	1.052631579	0.04787617
K12527	ygfK; putative selenate reductase [EC:1.97.1.9]	0.987654321	0	0	0	0	0.012345679	cytoplasmatic	1.007518797	0.04787617
K03403	"chlH, bchH; magnesium chelatase subunit H [EC:6.6.1.1]"	0.986175115	0	0	0	0	0.013824885	cytoplasmatic	1.485074627	0.048236141
K04020	eutD; phosphotransacetylase	0.994186047	0	0	0	0	0.005813953	cytoplasmatic	1.007462687	0.048236141
K07463	K07463; archaea-specific RecJ-like exonuclease	0.969465649	0.002544529	0	0	0.005089059	0.022900763	cytoplasmatic	2.156716418	0.048236141
K08279	caiE; carnitine operon protein CaiE	0.993243243	0	0	0	0.006756757	0	cytoplasmatic	1	0.048236141
K08358	ttrB; tetrathionate reductase subunit B	0.994764398	0	0	0	0	0.005235602	cytoplasmatic	1.02238806	0.048236141
K12996	rgpA; rhamnosyltransferase [EC:2.4.1.-]	0.939226519	0	0	0	0	0.060773481	cytoplasmatic	1.141791045	0.048236141
K09011	cimA; D-citramalate synthase [EC:2.3.1.182]	1	0	0	0	0	0	cytoplasmatic	1	0.048596112
K13950	pabAB; para-aminobenzoate synthetase [EC:2.6.1.85]	0.984771574	0.010152284	0	0	0	0.005076142	cytoplasmatic	1.051851852	0.048596112
K16188	ytpB; tetraprenyl-beta-curcumene synthase [EC:4.2.3.130]	0.895833333	0.005208333	0	0	0	0.098958333	cytoplasmatic	1	0.048596112
K05297	E1.18.1.1; rubredoxin-NAD+ reductase [EC:1.18.1.1]	0.986046512	0	0	0	0.004651163	0.009302326	cytoplasmatic	1.110294118	0.048956084
K07477	K07477; translin	1	0	0	0	0	0	cytoplasmatic	1	0.048956084
K11781	cofH; FO synthase subunit 2 [EC:2.5.1.77]	0.985436893	0	0	0	0	0.014563107	cytoplasmatic	1.132352941	0.048956084
K13832	"aroDE, DHQ-SDH; 3-dehydroquinate dehydratase / shikimate dehydrogenase [EC:4.2.1.10 1.1.1.25]"	0.980263158	0	0	0	0	0.019736842	cytoplasmatic	1.007352941	0.048956084
K13928	"mdcR; LysR family transcriptional regulator, malonate utilization transcriptional regulator"	0.986363636	0	0	0	0	0.013636364	cytoplasmatic	1.007352941	0.048956084
K13941	folKP; 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase / dihydropteroate synthase [EC:2.7.6.3 2.5.1.15]	0.988095238	0	0	0	0	0.011904762	cytoplasmatic	1.007352941	0.048956084
K18140	"envR, acrS; TetR/AcrR family transcriptional regulator, acrEF/envCD operon repressor"	0.932960894	0.067039106	0	0	0	0	cytoplasmatic	1	0.048956084
K00232	"E1.3.3.6, ACOX1, ACOX3; acyl-CoA oxidase [EC:1.3.3.6]"	0.885714286	0	0	0	0	0.114285714	cytoplasmatic	1.109489051	0.049316055
K03487	"ascG; LacI family transcriptional regulator, asc operon repressor"	0.977272727	0.018181818	0	0	0	0.004545455	cytoplasmatic	1.080291971	0.049316055
K05714	"mhpC; 2-hydroxy-6-oxonona-2,4-dienedioate hydrolase [EC:3.7.1.14]"	0.951515152	0.006060606	0.006060606	0	0	0.036363636	cytoplasmatic	1.03649635	0.049316055
K09738	K09738; uncharacterized protein	0.832298137	0	0	0	0	0.167701863	cytoplasmatic	1	0.049316055
K10217	"dmpC, xylG; aminomuconate-semialdehyde/2-hydroxymuconate-6-semialdehyde dehydrogenase [EC:1.2.1.32 1.2.1.85]"	0.987447699	0	0	0	0	0.012552301	cytoplasmatic	1.175182482	0.049316055
K11780	cofG; FO synthase subunit 1 [EC:2.5.1.77]	0.922155689	0	0	0	0.005988024	0.071856287	cytoplasmatic	1	0.049316055
K14654	"RIB7, arfC; 2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase [EC:1.1.1.302]"	0.981132075	0	0	0	0	0.018867925	cytoplasmatic	1.138686131	0.049316055
K02203	thrH; phosphoserine / homoserine phosphotransferase [EC:3.1.3.3 2.7.1.39]	1	0	0	0	0	0	cytoplasmatic	1.02173913	0.049676026
K07051	K07051; uncharacterized protein	0.905759162	0	0	0	0	0.094240838	cytoplasmatic	1.108695652	0.049676026
K08298	caiB; L-carnitine CoA-transferase [EC:2.8.3.21]	1	0	0	0	0	0	cytoplasmatic	1.043478261	0.049676026
K11731	atuD; citronellyl-CoA dehydrogenase [EC:1.3.99.-]	1	0	0	0	0	0	cytoplasmatic	1.079710145	0.049676026
K12507	fadK; acyl-CoA synthetase [EC:6.2.1.-]	0.988571429	0	0	0	0	0.011428571	cytoplasmatic	1.057971014	0.049676026
K18911	egtD; L-histidine Nalpha-methyltransferase [EC:2.1.1.44]	0.969230769	0	0	0	0	0.030769231	cytoplasmatic	1.02173913	0.049676026
K09744	K09744; uncharacterized protein	0.946236559	0	0	0	0	0.053763441	cytoplasmatic	1.115107914	0.050035997
K10960	"chlP, bchP; geranylgeranyl reductase [EC:1.3.1.83]"	0.891719745	0.012738854	0	0	0	0.095541401	cytoplasmatic	1.007142857	0.050395968
K14048	ureAB; urease subunit gamma/beta [EC:3.5.1.5]	0.990049751	0	0	0	0.009950249	0	cytoplasmatic	1.135714286	0.050395968
K02617	paaY; phenylacetic acid degradation protein	0.995594714	0	0	0	0	0.004405286	cytoplasmatic	1.028368794	0.05075594
K05352	tarJ; ribitol-5-phosphate 2-dehydrogenase [EC:1.1.1.137]	0.995744681	0.004255319	0	0	0	0	cytoplasmatic	1.283687943	0.05075594
K07179	RIOK2; RIO kinase 2 [EC:2.7.11.1]	0.994285714	0	0	0	0	0.005714286	cytoplasmatic	1.007092199	0.05075594
K02481	"K02481; two-component system, NtrC family, response regulator"	0.995633188	0	0	0	0	0.004366812	cytoplasmatic	1.605633803	0.051115911
K08297	caiA; crotonobetainyl-CoA dehydrogenase [EC:1.3.99.-]	1	0	0	0	0	0	cytoplasmatic	1.007042254	0.051115911
K15898	"pseI, neuB3; pseudaminic acid synthase [EC:2.5.1.97]"	0.962566845	0	0	0	0	0.037433155	cytoplasmatic	1	0.051115911
K00561	"ermC, ermA; 23S rRNA (adenine-N6)-dimethyltransferase [EC:2.1.1.184]"	0.922746781	0.012875536	0	0	0	0.064377682	cytoplasmatic	1.167832168	0.051475882
K02448	norD; nitric oxide reductase NorD protein	0.995327103	0	0	0	0	0.004672897	cytoplasmatic	1.062937063	0.051475882
K04021	eutE; aldehyde dehydrogenase	0.967391304	0.005434783	0	0	0	0.027173913	cytoplasmatic	1.013986014	0.051475882
K08318	yihU; 4-hydroxybutyrate dehydrogenase / sulfolactaldehyde 3-reductase [EC:1.1.1.61 1.1.1.373]	1	0	0	0	0	0	cytoplasmatic	1	0.051475882
K13531	adaB; methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]	0.995192308	0	0	0	0.004807692	0	cytoplasmatic	1.013986014	0.051475882
K16317	trmY; tRNA (pseudouridine54-N1)-methyltransferase [EC:2.1.1.257]	0.835978836	0.010582011	0	0	0	0.153439153	cytoplasmatic	1.006993007	0.051475882
K01499	mch; methenyltetrahydromethanopterin cyclohydrolase [EC:3.5.4.27]	1	0	0	0	0	0	cytoplasmatic	1.055555556	0.051835853
K03392	ACMSD; aminocarboxymuconate-semialdehyde decarboxylase [EC:4.1.1.45]	0.814814815	0.041152263	0	0	0	0.144032922	cytoplasmatic	1.152777778	0.051835853
K05967	K05967; uncharacterized protein	0.94	0.005	0	0	0	0.055	cytoplasmatic	1.013888889	0.051835853
K11685	stpA; DNA-binding protein StpA	1	0	0	0	0	0	cytoplasmatic	1.034722222	0.051835853
K01699	pduC; propanediol dehydratase large subunit [EC:4.2.1.28]	0.977578475	0	0	0	0	0.022421525	cytoplasmatic	1.020689655	0.052195824
K17722	preT; dihydropyrimidine dehydrogenase (NAD+) subunit PreT [EC:1.3.1.1]	0.982035928	0	0	0	0	0.017964072	cytoplasmatic	1.013793103	0.052195824
K18292	E4.1.3.25; (S)-citramalyl-CoA lyase [EC:4.1.3.25]	0.973451327	0.008849558	0	0	0	0.017699115	cytoplasmatic	1.020689655	0.052195824
K19140	csm5; CRISPR-associated protein Csm5	0.854545455	0	0	0.006060606	0.012121212	0.127272727	cytoplasmatic	1.027586207	0.052195824
K02508	"hpaA; AraC family transcriptional regulator, 4-hydroxyphenylacetate 3-monooxygenase operon regulatory protein"	0.986956522	0.004347826	0	0	0	0.008695652	cytoplasmatic	1.006849315	0.052555796
K08966	mtnX; 2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase [EC:3.1.3.87]	0.990049751	0	0	0	0	0.009950249	cytoplasmatic	1	0.052555796
K13530	"adaA; AraC family transcriptional regulator, regulatory protein of adaptative response / methylphosphotriester-DNA alkyltransferase methyltransferase [EC:2.1.1.-]"	0.970338983	0	0	0	0.004237288	0.025423729	cytoplasmatic	1.095890411	0.052555796
K17850	"ampR; LysR family transcriptional regulator, regulator of gene expression of beta-lactamase"	1	0	0	0	0	0	cytoplasmatic	1.006849315	0.052555796
K18661	matB; malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.-]	0.903846154	0.0625	0	0	0	0.033653846	cytoplasmatic	1.068493151	0.052555796
K02475	"K02475; two-component system, CitB family, response regulator"	0.995689655	0	0	0	0	0.004310345	cytoplasmatic	1	0.052915767
K07583	PUS10; tRNA pseudouridine synthase 10 [EC:5.4.99.-]	0.994623656	0	0	0	0	0.005376344	cytoplasmatic	1	0.052915767
K07731	K07731; putative transcriptional regulator	0.934782609	0.005434783	0	0	0	0.059782609	cytoplasmatic	1	0.052915767
K13770	"ysiA, fadR; TetR/AcrR family transcriptional regulator, fatty acid metabolism regulator protein"	0.965686275	0	0	0	0	0.034313725	cytoplasmatic	1.040816327	0.052915767
K16136	"malI; LacI family transcriptional regulator, maltose regulon regulatory protein"	0.954918033	0.016393443	0	0	0	0.028688525	cytoplasmatic	1.06122449	0.052915767
K01906	bioW; 6-carboxyhexanoate--CoA ligase [EC:6.2.1.14]	0.98156682	0	0	0	0	0.01843318	cytoplasmatic	1.006756757	0.053275738
K07357	fimB; type 1 fimbriae regulatory protein FimB	0.875471698	0.00754717	0	0	0.060377358	0.056603774	cytoplasmatic	1.378378378	0.053275738
K07688	"fimZ; two-component system, NarL family, response regulator, fimbrial Z protein, FimZ"	0.969565217	0.004347826	0	0	0	0.026086957	cytoplasmatic	1.047297297	0.053275738
K12454	rfbE; CDP-paratose 2-epimerase [EC:5.1.3.10]	0.913793103	0	0.004310345	0	0	0.081896552	cytoplasmatic	1.25	0.053275738
K13935	mdcH; malonate decarboxylase epsilon subunit [EC:2.3.1.39]	0.927966102	0.072033898	0	0	0	0	cytoplasmatic	1	0.053275738
K02473	"E5.1.3.7, wbpP; UDP-N-acetylglucosamine 4-epimerase [EC:5.1.3.7]"	0.995555556	0	0	0	0	0.004444444	cytoplasmatic	1.087248322	0.053635709
K04940	odh; opine dehydrogenase [EC:1.5.1.28]	0.873239437	0.014084507	0	0	0	0.112676056	cytoplasmatic	1.040268456	0.053635709
K09758	asdA; aspartate 4-decarboxylase [EC:4.1.1.12]	0.905172414	0	0	0	0.00862069	0.086206897	cytoplasmatic	1.093959732	0.053635709
K12554	murN; alanine adding enzyme [EC:2.3.2.-]	0.981818182	0	0	0	0	0.018181818	cytoplasmatic	1.22147651	0.053635709
K13677	"dgs, bgsA; 1,2-diacylglycerol-3-alpha-glucose alpha-1,2-glucosyltransferase [EC:2.4.1.208]"	0.982954545	0	0	0	0	0.017045455	cytoplasmatic	1	0.053635709
K17735	"lcdH, cdhA; carnitine 3-dehydrogenase [EC:1.1.1.108]"	1	0	0	0	0	0	cytoplasmatic	1.033557047	0.053635709
K00570	pmtA; phosphatidylethanolamine/phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.17 2.1.1.71]	0.860902256	0.011278195	0	0	0	0.127819549	cytoplasmatic	1.366666667	0.05399568
K06118	"SQD1, sqdB; UDP-sulfoquinovose synthase [EC:3.13.1.1]"	0.98989899	0	0.005050505	0	0	0.005050505	cytoplasmatic	1.02	0.05399568
K07254	atrm56; tRNA (cytidine56-2'-O)-methyltransferase [EC:2.1.1.206]	0.948453608	0	0	0	0	0.051546392	cytoplasmatic	1	0.05399568
K07592	"tdcA; LysR family transcriptional regulator, tdc operon transcriptional activator"	0.990990991	0.009009009	0	0	0	0	cytoplasmatic	1.1	0.05399568
K09716	"dtdA, GEK1; D-aminoacyl-tRNA deacylase [EC:3.1.1.96]"	0.92513369	0	0	0	0	0.07486631	cytoplasmatic	1	0.05399568
K09723	ginS; DNA replication factor GINS	0.944680851	0.004255319	0.004255319	0	0	0.046808511	cytoplasmatic	1.233333333	0.05399568
K09988	K09988; uncharacterized protein	0.834101382	0	0	0	0	0.165898618	cytoplasmatic	1.013333333	0.05399568
K13920	pduE; propanediol dehydratase small subunit [EC:4.2.1.28]	0.907894737	0	0	0	0	0.092105263	cytoplasmatic	1.04	0.05399568
K18478	yihV; sulfofructose kinase [EC:2.7.1.184]	0.978378378	0	0	0	0	0.021621622	cytoplasmatic	1.006666667	0.05399568
K00038	E1.1.1.53; 3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]	0.996688742	0	0	0	0	0.003311258	cytoplasmatic	1.364238411	0.054355652
K02255	ftnB; ferritin-like protein 2	1	0	0	0	0	0	cytoplasmatic	1.026490066	0.054355652
K02490	"spo0F; two-component system, response regulator, stage 0 sporulation protein F"	1	0	0	0	0	0	cytoplasmatic	1.092715232	0.054355652
K06928	NTPCR; nucleoside-triphosphatase [EC:3.6.1.15]	0.964824121	0	0	0	0	0.035175879	cytoplasmatic	1.013245033	0.054355652
K07719	"ycbB, glnL; two-component system, response regulator YcbB"	0.995762712	0	0	0	0	0.004237288	cytoplasmatic	1.046357616	0.054355652
K10725	cdc6A; archaeal cell division control protein 6	0.982824427	0	0	0	0	0.017175573	cytoplasmatic	2.741721854	0.054355652
K12995	"wbpZ, wbdC; rhamnosyl/mannosyltransferase [EC:2.4.1.-]"	0.995934959	0	0	0	0	0.004065041	cytoplasmatic	1.013245033	0.054355652
K03093	SIGMA70; RNA polymerase sigma factor	0.970711297	0.0041841	0	0	0	0.025104603	cytoplasmatic	1.263157895	0.054715623
K08313	"fsaA, mipB; fructose-6-phosphate aldolase 1 [EC:4.1.2.-]"	1	0	0	0	0	0	cytoplasmatic	1.026315789	0.054715623
K12992	rfbN; rhamnosyltransferase [EC:2.4.1.-]	0.995260664	0	0	0	0	0.004739336	cytoplasmatic	1.019736842	0.054715623
K13633	"ftrA; AraC family transcriptional regulator, transcriptional activator FtrA"	0.914675768	0	0	0	0	0.085324232	cytoplasmatic	1.046052632	0.054715623
K19068	"wbjC; UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase [EC:1.1.1.367]"	0.890410959	0	0	0	0	0.109589041	cytoplasmatic	1.026315789	0.054715623
K00932	"E2.7.2.15, tdcD, pduW; propionate kinase [EC:2.7.2.15]"	0.995305164	0	0	0	0	0.004694836	cytoplasmatic	1.039215686	0.055075594
K12944	nudI; nucleoside triphosphatase [EC:3.6.1.-]	0.941747573	0.004854369	0	0	0	0.053398058	cytoplasmatic	1.013071895	0.055075594
K00073	allD; ureidoglycolate dehydrogenase (NAD+) [EC:1.1.1.350]	0.990196078	0	0	0	0.004901961	0.004901961	cytoplasmatic	1.058441558	0.055435565
K06400	spoIVCA; site-specific DNA recombinase	0.955555556	0.005555556	0	0	0	0.038888889	cytoplasmatic	1.097402597	0.055435565
K07466	"RFA1, RPA1, rpa; replication factor A1"	0.842818428	0	0	0.005420054	0	0.151761518	cytoplasmatic	1.772727273	0.055435565
K13540	cobIJ; precorrin-2 C20-methyltransferase / precorrin-3B C17-methyltransferase [EC:2.1.1.130 2.1.1.131]	1	0	0	0	0	0	cytoplasmatic	1.012987013	0.055435565
